"Oaxaca: Tablas de mortalidad por sexo, 1970-2015",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,Hombres,,,,,,,,Mujeres,,,,,,,,Total,,,,,,
year y edad,q(x),m(x),l(x),d(x),L(x),T(x),e(x),,q(x),m(x),l(x),d(x),L(x),T(x),e(x),,q(x),m(x),l(x),d(x),L(x),T(x),e(x)
,,,,,,,,,,,,,,,,,,,,,,,
53,0.0109515,0.01101191,76172,834,75754,1834807,24.08757046,,0.00707545,0.0071006,84474,598,84175,2229128,26.38841606,,0.00895398,0.00899431,80311,719,79951,2028213,25.25435489
54,0.01167045,0.01173908,75338,879,74898,1759052,23.34876022,,0.00764942,0.00767883,83876,642,83555,2144953,25.57289774,,0.00959765,0.00964401,79592,764,79210,1948262,24.47801425
55,0.01245566,0.01253388,74459,927,73994,1684154,22.61857573,,0.00827788,0.00831233,83234,689,82889,2061399,24.76617429,,0.0103016,0.01035503,78828,812,78422,1869052,23.71038488
56,0.01331158,0.01340097,73531,979,73041,1610160,21.89756515,,0.00896467,0.00900509,82545,740,82175,1978509,23.96872918,,0.01107,0.01113173,78016,864,77584,1790631,22.95198684
57,0.01423287,0.01433513,72553,1033,72035,1537119,21.18625831,,0.00971422,0.00976171,81805,795,81407,1896334,23.18102841,,0.01190256,0.01197396,77153,918,76693,1713047,22.20332299
58,0.01523022,0.01534739,71520,1089,70974,1465084,20.48495142,,0.01052396,0.01057973,81011,853,80584,1814927,22.40352619,,0.01280295,0.01288561,76234,976,75745,1636354,21.46477183
59,0.01630744,0.01644187,70431,1149,69855,1394110,19.79405378,,0.01141387,0.01147951,80158,915,79700,1734343,21.63649913,,0.01378269,0.01387856,75258,1037,74739,1560609,20.73667771
60,0.01747043,0.01762484,69282,1210,68675,1324255,19.1139291,,0.01237794,0.01245518,79243,981,78752,1654643,20.88054485,,0.01484227,0.01495352,74221,1102,73669,1485870,20.01950775
61,0.01872905,0.01890666,68072,1275,67432,1255580,18.44493087,,0.01343311,0.01352415,78262,1051,77736,1575891,20.13598863,,0.01599394,0.01612322,73120,1169,72533,1412201,19.31360522
62,0.02008897,0.0202935,66797,1342,66124,1188148,17.78746727,,0.01457277,0.01468,77211,1125,76647,1498156,19.40336789,,0.01723787,0.01738817,71950,1240,71328,1339668,18.61942159
63,0.02155073,0.02178634,65455,1411,64747,1122024,17.14190908,,0.0158212,0.01594769,76086,1204,75482,1421509,18.68293428,,0.01858607,0.01876096,70710,1314,70051,1268340,17.93726575
64,0.0231244,0.02339596,64044,1481,63301,1057277,16.50849369,,0.0171745,0.01732369,74882,1286,74237,1346026,17.97525601,,0.02004098,0.02024453,69396,1391,68698,1198289,17.2675232
65,0.02482115,0.02513439,62563,1553,61784,993976,15.88748958,,0.01864549,0.01882151,73596,1372,72908,1271789,17.28065461,,0.02161419,0.0218512,68005,1470,67267,1129592,16.61046762
66,0.02664758,0.02700906,61011,1626,60194,932192,15.27919946,,0.02024326,0.02045096,72224,1462,71490,1198881,16.59951268,,0.02331347,0.02358953,66535,1551,65756,1062324,15.96641521
67,0.02861427,0.02903164,59385,1699,58531,871998,14.68387286,,0.0219735,0.02221851,70762,1555,69982,1127391,15.93218819,,0.0251458,0.02546736,64984,1634,64163,996568,15.33564489
68,0.03072087,0.03120265,57685,1772,56795,813467,14.10176082,,0.02385485,0.02414398,69207,1651,68378,1057409,15.27894753,,0.02712085,0.02749541,63350,1718,62487,932405,14.71837655
69,0.03299388,0.03355045,55913,1845,54986,756672,13.532945,,0.02590252,0.0262439,67556,1750,66677,989031,14.64016175,,0.02926064,0.02969727,61632,1803,60725,869918,14.11480462
70,0.03542861,0.03607143,54069,1916,53105,701686,12.97771944,,0.02811767,0.02852054,65806,1850,64877,922354,14.01622523,,0.03156366,0.03207253,59828,1888,58879,809193,13.52526531
71,0.03804156,0.03878403,52153,1984,51155,648581,12.4361352,,0.03052404,0.0309996,63956,1952,62975,857477,13.40733387,,0.03405063,0.03464386,57940,1973,56948,750314,12.94987697
72,0.04084241,0.04169989,50169,2049,49137,597427,11.9082888,,0.03312993,0.03369116,62004,2054,60971,794502,12.81380378,,0.0367313,0.03742288,55967,2056,54933,693366,12.38884875
73,0.04385586,0.0448466,48120,2110,47057,548290,11.3942193,,0.03595083,0.03661298,59949,2155,58865,733532,12.23583413,,0.03962375,0.04043015,53911,2136,52836,638433,11.84231245
74,0.04707139,0.04821529,46010,2166,44918,501233,10.89408035,,0.03900235,0.03978332,57794,2254,56660,674666,11.67359466,,0.04273242,0.04367233,51775,2212,50661,585597,11.31041909
75,0.05051533,0.05183589,43844,2215,42727,456315,10.40771058,,0.04230498,0.0432259,55540,2350,54357,618007,11.12721263,,0.04608396,0.04717962,49563,2284,48412,534937,10.79315865
76,0.0542251,0.05575069,41629,2257,40490,413588,9.9350592,,0.04589133,0.0469777,53190,2441,51960,563650,10.59681555,,0.04970887,0.05098689,47279,2350,46093,486525,10.29061401
77,0.05816637,0.05992663,39372,2290,38215,373098,9.47627568,,0.04974368,0.05102352,50750,2524,49477,511689,10.08264689,,0.05358736,0.05507661,44928,2408,43714,440432,9.80297448
78,0.06242586,0.06445944,37082,2315,35912,334882,9.03094668,,0.05388924,0.05539563,48225,2599,46914,462213,9.58449845,,0.05777049,0.0595064,42521,2456,41280,396718,9.32998329
79,0.06696485,0.0693124,34767,2328,33589,298971,8.5993145,,0.05835963,0.06013185,45626,2663,44282,415299,9.10220257,,0.06226173,0.0642844,40064,2494,38804,355438,8.87167609
80,0.07180328,0.07451159,32439,2329,31260,265381,8.18102475,,0.06318367,0.06526804,42964,2715,41591,371018,8.63564803,,0.06707897,0.06943472,37570,2520,36295,316634,8.42787453
81,0.07699402,0.08011957,30109,2318,28935,234122,7.77569245,,0.06836942,0.07081892,40249,2752,38857,329426,8.18472446,,0.07225375,0.07499702,35050,2532,33768,280339,7.99832124
82,0.08253617,0.08614212,27791,2294,26628,205187,7.38316288,,0.07394586,0.07682258,37497,2773,36093,290569,7.74911517,,0.0778028,0.08099619,32517,2530,31235,246571,7.58278419
83,0.08840607,0.09256064,25497,2254,24353,178559,7.00302634,,0.07993817,0.08331441,34724,2776,33317,254476,7.32847158,,0.08373072,0.08744498,29987,2511,28714,215336,7.18090519
84,0.09469663,0.09948518,23243,2201,22125,154206,6.63443556,,0.08637546,0.09033558,31949,2760,30548,221159,6.92235612,,0.09009582,0.09441599,27476,2476,26219,186622,6.79208694
85,0.10152772,0.10705943,21042,2136,19955,132082,6.27697746,,0.09338044,0.09803237,29189,2726,27804,190611,6.53024709,,0.09701912,0.1020539,25001,2426,23768,160403,6.41588838
86,0.10894775,0.11535221,18906,2060,17856,112127,5.93078617,,0.10100344,0.10647607,26463,2673,25103,162807,6.15219472,,0.10454975,0.11042861,22575,2360,21374,136636,6.05242374
87,0.11700913,0.12444042,16846,1971,15840,94270,5.59597608,,0.10929867,0.11574612,23790,2600,22465,137704,5.78822289,,0.11273909,0.1196162,20215,2279,19053,115262,5.70178021
88,0.12576842,0.13440997,14875,1871,13919,78430,5.27264085,,0.11832435,0.12593103,21190,2507,19910,115239,5.43832831,,0.12163997,0.12969872,17936,2182,16822,96209,5.36400651
89,0.13528647,0.14535701,13004,1759,12103,64512,4.96085183,,0.1281427,0.13712952,18683,2394,17458,95329,5.10247942,,0.13132161,0.14078231,15754,2069,14696,79388,5.03909639
90,0.14562855,0.15738923,11245,1638,10405,52408,4.66065709,,0.13882002,0.14945176,16289,2261,15130,77870,4.78061568,,0.14184263,0.15296778,13685,1941,12690,64692,4.72706281
91,0.15686425,0.1706273,9607,1507,8832,42004,4.37208035,,0.15042648,0.1630208,14028,2110,12944,62740,4.47264689,,0.15328446,0.16639049,11744,1800,10819,52002,4.42784931
92,0.16906743,0.18520663,8100,1369,7394,33172,4.09511971,,0.16303593,0.17797414,11917,1943,10917,49797,4.17845273,,0.16571649,0.18118199,9944,1648,9095,41183,4.14143339
93,0.18231595,0.20127927,6731,1227,6097,25777,3.82974673,,0.17672545,0.19446554,9974,1763,9065,38879,3.89788231,,0.17919464,0.19746927,8296,1487,7528,32087,3.86774075
94,0.19669122,0.2190161,5504,1083,4943,19680,3.57590527,,0.19157478,0.2126671,8212,1573,7397,29815,3.63075375,,0.19382726,0.21545724,6810,1320,6126,24559,3.60656141
95,0.2122775,0.23860941,4421,939,3933,14738,3.33351003,,0.20766542,0.23277153,6639,1379,5923,22417,3.37685374,,0.20969158,0.235332,5490,1151,4892,18433,3.3577822
96,0.22916093,0.26027566,3483,798,3066,10805,3.102445,,0.22507946,0.25499479,5260,1184,4643,16495,3.13593665,,0.22688091,0.25732218,4339,984,3825,13542,3.12123267
97,0.24742822,0.2842589,2685,664,2337,7738,2.88256054,,0.24389804,0.27957905,4076,994,3556,11852,2.90772272,,0.24543761,0.28161731,3354,823,2923,9716,2.89675023
98,0.26716478,0.3108344,2020,540,1736,5402,2.67366911,,0.26419939,0.30679611,3082,814,2654,8296,2.69189457,,0.26549016,0.30855189,2531,672,2178,6793,2.6839681
99,0.28845245,0.34031303,1481,427,1255,3665,2.475537,,0.28605629,0.33695116,2268,649,1925,5642,2.48809023,,0.28709617,0.33840875,1859,534,1577,4615,2.48264725
100,0.31136656,0.37304616,1053,328,879,2410,2.28786933,,0.30953307,0.3703872,1619,501,1353,3717,2.29588895,,0.31032628,0.37153666,1325,411,1107,3038,2.29242177
101,0.33597224,0.40943133,725,244,595,1531,2.11028051,,0.33468184,0.40748991,1118,374,918,2364,2.11478287,,0.33523847,0.4083269,914,306,750,1931,2.11284113
102,0.36232003,0.44991873,482,175,388,936,1.94223488,,0.36153815,0.44869336,744,269,599,1446,1.9441186,,0.36187452,0.44922034,608,220,489,1181,1.94330744
103,0.39044047,0.49501866,307,120,242,548,1.78292227,,0.39011591,0.49448636,475,185,375,847,1.78297396,,0.3902552,0.49471478,388,151,306,691,1.7829505
104,0.42033802,0.54531013,187,79,144,305,1.63098652,,0.42040157,0.54541978,290,122,223,472,1.62988736,,0.42037435,0.54537282,236,99,182,385,1.63035685
105,0.45198396,0.60145073,109,49,82,161,1.48390401,,0.4523478,0.60211486,168,76,126,249,1.48223663,,0.45219224,0.60183085,137,62,103,203,1.4829486
106,0.48530873,0.66418803,59,29,43,79,1.33648356,,0.48586669,0.66527269,92,45,67,123,1.33473701,,0.48562843,0.66480937,75,36,55,100,1.33548234
107,0.52019366,0.73437272,31,16,22,36,1.17702371,,0.52082291,0.73568505,47,25,33,56,1.17558983,,0.52055441,0.73512487,39,20,27,45,1.17620153
108,0.55646287,0.81297376,15,8,10,14,0.97679555,,0.55702716,0.81424681,23,13,15,22,0.97593785,,0.55678642,0.81370351,19,10,13,18,0.97630377
109,1,0.9010959,7,4,4,4,1.10975979,,1,0.90196999,10,6,7,7,1.10868434,,1,0.90159682,8,5,5,5,1.10914322
,,,,,,,,,,,,,,,,,,,,,,,
1988,,,,,,,,,,,,,,,,,,,,,,,
0,0.05579519,0.05833509,100000,5580,95646,6501971,65.0197068,,0.04726369,0.04902964,100000,4726,96398,7097036,70.97036054,,0.05163348,0.05375917,100000,5163,96046,6795370,67.95369763
1,0.00712942,0.007158,94420,673,94044,6406325,67.84888836,,0.00740278,0.0074336,95274,705,94879,7000638,73.47928057,,0.00726388,0.00729355,94837,689,94451,6699324,70.64066211
2,0.00366994,0.00367709,93747,344,93565,6312281,67.33292567,,0.0035826,0.00358942,94568,339,94389,6905759,73.02400705,,0.00362698,0.00363397,94148,341,93967,6604873,70.1543225
3,0.00240518,0.00240813,93403,225,93289,6218716,66.57921231,,0.00220433,0.00220681,94230,208,94124,6811370,72.28487394,,0.00230597,0.00230868,93806,216,93696,6510906,69.40798638
4,0.00188035,0.00188212,93179,175,93091,6125427,65.73855174,,0.00160899,0.00161029,94022,151,93946,6717247,71.4434831,,0.00174622,0.00174774,93590,163,93508,6417210,68.56727634
5,0.0014683,0.00146938,93003,137,92935,6032336,64.86145418,,0.00114173,0.00114238,93871,107,93817,6623301,70.55781473,,0.00130699,0.00130785,93427,122,93365,6323702,67.68634445
6,0.00122423,0.00122498,92867,114,92810,5939401,63.95609531,,0.00091999,0.00092041,93763,86,93720,6529484,69.63789322,,0.00107407,0.00107465,93304,100,93254,6230336,66.77427169
7,0.00106529,0.00106586,92753,99,92704,5846591,63.03387551,,0.00077287,0.00077317,93677,72,93641,6435763,68.70155779,,0.00092106,0.00092149,93204,86,93161,6137082,65.84553171
8,0.00096324,0.0009637,92654,89,92610,5753888,62.1005635,,0.00067423,0.00067446,93605,63,93573,6342123,67.75430963,,0.00082073,0.00082107,93118,76,93080,6043921,64.90577459
9,0.00090478,0.00090519,92565,84,92523,5661278,61.15995665,,0.00060984,0.00061003,93542,57,93513,6248549,66.79968531,,0.00075936,0.00075965,93042,71,93007,5950841,63.95867785
10,0.00088151,0.0008819,92481,82,92441,5568755,60.21489036,,0.00057051,0.00057067,93485,53,93458,6155036,65.84014248,,0.00072818,0.00072845,92971,68,92937,5857834,63.00690272
11,0.00089304,0.00089344,92400,83,92359,5476314,59.26757622,,0.00055047,0.00055062,93431,51,93406,6061578,64.87744081,,0.00072414,0.0007244,92904,67,92870,5764897,62.05245236
12,0.00093723,0.00093767,92317,87,92274,5383956,58.32010505,,0.00054857,0.00054872,93380,51,93354,5968173,63.9128981,,0.00074556,0.00074584,92836,69,92802,5672027,61.09705713
13,0.00101655,0.00101707,92231,94,92184,5291681,57.37434673,,0.00055999,0.00056015,93329,52,93302,5874819,62.9477036,,0.00079127,0.00079159,92767,73,92730,5579225,60.14226948
14,0.00112648,0.00112711,92137,104,92085,5199498,56.43222143,,0.00058346,0.00058363,93276,54,93249,5781516,61.9826935,,0.00085812,0.00085849,92694,80,92654,5486494,59.18950025
15,0.00126601,0.00126681,92033,117,91975,5107412,55.49529885,,0.00061866,0.00061885,93222,58,93193,5688267,61.01858715,,0.00094501,0.00094546,92614,88,92570,5393841,58.23990613
16,0.00142979,0.00143081,91917,131,91851,5015437,54.56501172,,0.00066214,0.00066236,93164,62,93133,5595074,60.0560507,,0.00104714,0.00104769,92527,97,92478,5301270,57.29452274
17,0.0016141,0.0016154,91785,148,91711,4923586,53.64242402,,0.00071303,0.00071328,93103,66,93069,5501941,59.09551135,,0.001162,0.00116268,92430,107,92376,5208792,56.35405716
18,0.00181443,0.00181608,91637,166,91554,4831875,52.72833988,,0.00076952,0.00076982,93036,72,93000,5408872,58.13732131,,0.00128665,0.00128748,92322,119,92263,5116416,55.41903529
19,0.0020235,0.00202555,91471,185,91378,4740321,51.82327718,,0.00083082,0.00083117,92965,77,92926,5315871,57.1817088,,0.00141748,0.00141848,92204,131,92138,5024153,54.48978797
20,0.00223669,0.0022392,91286,204,91184,4648943,50.92734075,,0.00089419,0.00089459,92887,83,92846,5222945,56.22884058,,0.00155099,0.0015522,92073,143,92001,4932015,53.56642615
21,0.00245039,0.0024534,91082,223,90970,4557759,50.04038458,,0.00096069,0.00096115,92804,89,92760,5130099,55.27871742,,0.00168628,0.0016877,91930,155,91853,4840013,52.64885993
22,0.00265992,0.00266346,90858,242,90738,4466789,49.16207668,,0.00102885,0.00102938,92715,95,92667,5037340,54.33139337,,0.00182046,0.00182212,91775,167,91691,4748161,51.73694605
23,0.00286203,0.00286613,90617,259,90487,4376052,48.29185953,,0.00109603,0.00109663,92620,102,92569,4944672,53.38683495,,0.00195082,0.00195273,91608,179,91519,4656469,50.83039133
24,0.00305635,0.00306103,90357,276,90219,4285565,47.42903438,,0.00116509,0.00116577,92518,108,92464,4852104,52.44486415,,0.00207893,0.00208109,91429,190,91334,4564951,49.92876913
25,0.00324074,0.003246,90081,292,89935,4195345,46.57290643,,0.00123589,0.00123665,92410,114,92353,4759639,51.50545534,,0.00220379,0.00220623,91239,201,91139,4473616,49.03174252
26,0.00341331,0.00341915,89789,306,89636,4105410,45.72270295,,0.00130485,0.0013057,92296,120,92236,4667286,50.56857038,,0.00232263,0.00232534,91038,211,90932,4382478,48.13893313
27,0.00357775,0.00358417,89483,320,89323,4015774,44.87759177,,0.0013762,0.00137715,92176,127,92112,4575050,49.63398775,,0.0024393,0.00244228,90827,222,90716,4291546,47.24983897
28,0.00373059,0.00373757,89163,333,88996,3926452,44.03693506,,0.00144871,0.00144976,92049,133,91982,4482938,48.70169939,,0.00255125,0.00255451,90605,231,90489,4200830,46.36415521
29,0.00387646,0.00388399,88830,344,88658,3837455,43.19996304,,0.0015208,0.00152196,91916,140,91846,4390956,47.77163115,,0.00265976,0.0026633,90374,240,90254,4110340,45.48146595
30,0.00401371,0.00402179,88486,355,88308,3748798,42.36613302,,0.00159909,0.00160037,91776,147,91702,4299110,46.84363165,,0.00276729,0.00277113,90134,249,90009,4020086,44.60142544
31,0.00414718,0.0041558,88131,365,87948,3660490,41.53485021,,0.00167687,0.00167828,91629,154,91552,4207408,45.9178582,,0.0028726,0.00287674,89884,258,89755,3930078,43.72380619
32,0.00427935,0.00428853,87765,376,87577,3572542,40.70573912,,0.00176271,0.00176427,91475,161,91395,4115855,44.99414631,,0.00298126,0.00298571,89626,267,89492,3840323,42.84832938
33,0.00441111,0.00442087,87389,385,87197,3484965,39.87853443,,0.00185166,0.00185338,91314,169,91230,4024461,44.07271555,,0.00309105,0.00309583,89359,276,89221,3750830,41.97495909
34,0.00454454,0.0045549,87004,395,86806,3397768,39.05300882,,0.00194675,0.00194865,91145,177,91056,3933231,43.15354752,,0.00320397,0.00320911,89083,285,88940,3661610,41.10355844
35,0.00468282,0.00469382,86609,406,86406,3310962,38.22901619,,0.00205247,0.00205458,90968,187,90874,3842175,42.23674571,,0.00332507,0.00333061,88797,295,88649,3572670,40.23406983
36,0.00483031,0.00484201,86203,416,85995,3224556,37.40652752,,0.0021646,0.00216695,90781,197,90683,3751301,41.32258569,,0.00345424,0.00346022,88502,306,88349,3484021,39.36663007
37,0.00498858,0.00500106,85787,428,85572,3138562,36.58566459,,0.00228912,0.00229174,90584,207,90481,3660618,40.4111425,,0.00359402,0.00360049,88196,317,88038,3395672,38.50135108
38,0.00515715,0.00517049,85359,440,85138,3052989,35.76658526,,0.00242332,0.00242626,90377,219,90267,3570137,39.50271379,,0.00374407,0.0037511,87879,329,87715,3307634,37.63842232
39,0.00534207,0.00535639,84918,454,84691,2967851,34.94940525,,0.00256954,0.00257285,90158,232,90042,3479870,38.5974599,,0.00390897,0.00391663,87550,342,87379,3219919,36.77799492
40,0.00554489,0.00556032,84465,468,84230,2883159,34.13442717,,0.00273234,0.00273608,89926,246,89803,3389828,37.6956057,,0.0040912,0.00409959,87208,357,87029,3132541,35.92036229
41,0.00577073,0.00578745,83997,485,83754,2798929,33.32196884,,0.00290998,0.00291422,89681,261,89550,3300024,36.79751583,,0.00429212,0.00430136,86851,373,86665,3045511,35.06587066
42,0.00601525,0.00603341,83512,502,83260,2715175,32.51247788,,0.00310364,0.00310847,89420,278,89281,3210474,35.90344977,,0.00451035,0.00452055,86478,390,86283,2958847,34.21487252
43,0.00628981,0.00630967,83009,522,82748,2631915,31.70620916,,0.00331728,0.00332279,89142,296,88994,3121193,35.01367236,,0.0047534,0.00476474,86088,409,85884,2872563,33.36762912
44,0.00658793,0.00660973,82487,543,82215,2549166,30.90373587,,0.00355093,0.00355725,88846,315,88689,3032199,34.12854571,,0.00501824,0.00503087,85679,430,85464,2786680,32.52461029
45,0.00691782,0.00694186,81944,567,81660,2466951,30.10536562,,0.00380918,0.00381645,88531,337,88362,2943511,33.24838493,,0.00531105,0.00532521,85249,453,85023,2701216,31.68613015
46,0.00728216,0.0073088,81377,593,81080,2385291,29.31160094,,0.00409099,0.00409938,88194,361,88013,2855148,32.37360752,,0.00563253,0.00564845,84796,478,84557,2616193,30.85264814
47,0.00768159,0.00771125,80784,621,80474,2304211,28.52295505,,0.0043974,0.0044071,87833,386,87640,2767135,31.50453913,,0.00598364,0.00600161,84319,505,84066,2531636,30.02458137
48,0.00812378,0.00815696,80164,651,79838,2223737,27.73988735,,0.00473641,0.00474766,87447,414,87239,2679496,30.6414824,,0.00637242,0.00639281,83814,534,83547,2447570,29.20231229
49,0.00860391,0.00864114,79513,684,79170,2143899,26.96299628,,0.00510141,0.00511447,87032,444,86810,2592256,29.78492603,,0.00679294,0.00681611,83280,566,82997,2364023,28.38639182
50,0.00912491,0.0091668,78829,719,78468,2064729,26.19266382,,0.00550756,0.00552278,86588,477,86350,2505446,28.93508875,,0.00725452,0.00728096,82714,600,82414,2281026,27.57712179
51,0.0097,0.00974735,78109,758,77730,1986261,25.42927315,,0.00594664,0.00596439,86112,512,85855,2419096,28.09256649,,0.00775924,0.0077895,82114,637,81795,2198612,26.77499305
52,0.01032255,0.0103762,77352,798,76952,1908531,24.67346359,,0.00643153,0.0064523,85600,551,85324,2333241,27.25763406,,0.00831052,0.00834524,81477,677,81138,2116816,25.98046641
53,0.01100216,0.01106313,76553,842,76131,1831579,23.92560714,,0.00695513,0.00697943,85049,592,84753,2247917,26.43084401,,0.00890939,0.00894931,80800,720,80440,2035678,25.1940026
54,0.01173919,0.01180864,75711,889,75266,1755448,23.1862168,,0.00753104,0.00755954,84457,636,84139,2163164,25.61246365,,0.00956301,0.00960903,80080,766,79697,1955239,24.41599548
55,0.0125427,0.01262202,74822,938,74352,1680182,22.45570983,,0.0081589,0.00819237,83821,684,83479,2079025,24.80302646,,0.01027584,0.010329,79314,815,78906,1875542,23.64692043
56,0.01340958,0.0135003,73884,991,73387,1605831,21.73460492,,0.0088404,0.00887971,83138,735,82769,1995546,24.00294924,,0.01104713,0.01110861,78499,867,78065,1796636,22.88725285
57,0.0143502,0.01445416,72893,1046,72369,1532444,21.02323757,,0.0095854,0.00963164,82403,790,82007,1912776,23.21258455,,0.01188714,0.01195836,77632,923,77170,1718571,22.13734083
58,0.01536765,0.01548696,71847,1104,71293,1460075,20.32205552,,0.0104004,0.01045486,81613,849,81188,1830769,22.43240866,,0.01280041,0.01288305,76709,982,76217,1641401,21.39765314
59,0.016471,0.01660815,70743,1165,70158,1388782,19.63144849,,0.0112852,0.01134936,80764,911,80307,1749582,21.66292091,,0.01379052,0.0138865,75727,1044,75204,1565183,20.66863417
60,0.01765805,0.01781581,69577,1229,68961,1318623,18.95186282,,0.01224578,0.01232138,79852,978,79363,1669274,20.90448547,,0.0148601,0.01497162,74683,1110,74127,1489979,19.95067567
61,0.01894484,0.01912659,68349,1295,67699,1249662,18.28357019,,0.01329457,0.01338373,78875,1049,78349,1589912,20.15746486,,0.01602213,0.01615187,73573,1179,72982,1415852,19.24409348
62,0.02032886,0.02053833,67054,1363,66370,1181962,17.62701372,,0.01443767,0.01454291,77826,1124,77263,1511563,19.42233854,,0.01727966,0.01743069,72395,1251,71767,1342870,18.54932583
63,0.02182306,0.0220647,65691,1434,64971,1115592,16.98244663,,0.01568486,0.01580917,76702,1203,76099,1434300,18.69955289,,0.01864262,0.01881858,71144,1326,70478,1271103,17.86672159
64,0.02342933,0.02370816,64257,1506,63502,1050621,16.35020981,,0.01703342,0.01718016,75499,1286,74854,1358201,17.98958005,,0.02011041,0.02031538,69817,1404,69113,1200624,17.19666292
65,0.02516088,0.02548283,62752,1579,61959,987119,15.73052645,,0.01850087,0.01867415,74213,1373,73525,1283346,17.29267458,,0.02169834,0.02193722,68413,1484,67668,1131512,16.53936564
66,0.02702925,0.02740126,61173,1653,60342,925160,15.12368561,,0.02010225,0.02030705,72840,1464,72106,1209822,16.60923915,,0.02341909,0.02369768,66929,1567,66142,1063843,15.89515299
67,0.02903651,0.02946641,59519,1728,58651,864818,14.52999689,,0.02183371,0.02207559,71376,1558,70594,1137716,15.93974913,,0.02527031,0.02559508,65361,1652,64532,997701,15.26438687
68,0.03119784,0.03169486,57791,1803,56885,806167,13.94963514,,0.02371685,0.02400262,69818,1656,68986,1067122,15.28442174,,0.0272714,0.02765017,63710,1737,62837,933169,14.64721554
69,0.03351388,0.03408834,55988,1876,55045,749282,13.38283195,,0.0257637,0.0261014,68162,1756,67280,998136,14.64362831,,0.02942959,0.02987133,61972,1824,61056,870332,14.04391124
70,0.0360123,0.03667674,54112,1949,53132,694237,12.82965561,,0.02797958,0.02837847,66406,1858,65472,930856,14.01771443,,0.0317615,0.03227684,60148,1910,59188,809277,13.45466457
71,0.03868476,0.03945289,52163,2018,51148,641105,12.2903765,,0.03039418,0.03086566,64548,1962,63562,865383,13.40688957,,0.03427907,0.03488038,58238,1996,57234,750088,12.8797097
72,0.04155812,0.04244635,50145,2084,49096,589958,11.76497114,,0.03300446,0.0335614,62586,2066,61547,801822,12.81156174,,0.03699453,0.03769618,56242,2081,55195,692854,12.31924099
73,0.04463404,0.04566081,48061,2145,46981,540862,11.25357455,,0.03582669,0.03648422,60520,2168,59429,740275,12.23186233,,0.03991443,0.04073286,54161,2162,53073,637660,11.77340605
74,0.0479273,0.04911388,45916,2201,44807,493881,10.75615194,,0.03889392,0.03967049,58352,2270,57210,680845,11.66790711,,0.04306449,0.04401928,51999,2239,50871,584587,11.24222579
75,0.05146928,0.0528411,43716,2250,42581,449074,10.2726522,,0.04220365,0.0431201,56082,2367,54890,623635,11.11998234,,0.04646202,0.04757602,49760,2312,48595,533716,10.72581787
76,0.05525303,0.05683814,41466,2291,40309,406494,9.80317586,,0.0457988,0.04688073,53716,2460,52476,568745,10.58809192,,0.05012262,0.05142238,47448,2378,46249,485121,10.22427343
77,0.05930522,0.06113655,39174,2323,38001,366185,9.34754417,,0.04966397,0.05093964,51255,2546,49972,516269,10.07247764,,0.0540545,0.05557032,45070,2436,43840,438872,9.73762482
78,0.06365446,0.0657707,36851,2346,35665,328184,8.90565047,,0.05382847,0.05533141,48710,2622,47387,466297,9.57295119,,0.05828594,0.0600536,42634,2485,41379,395032,9.26575832
79,0.06831521,0.07076073,34505,2357,33313,292518,8.4774543,,0.05832923,0.06009957,46088,2688,44730,418910,9.08938114,,0.06284578,0.06490742,40149,2523,38873,353653,8.80861114
80,0.07329302,0.07611786,32148,2356,30955,259205,8.06282853,,0.06316617,0.06524935,43400,2741,42014,374180,8.62173718,,0.06772938,0.07013214,37625,2548,36336,314780,8.36615123
81,0.0786028,0.08186406,29792,2342,28605,228250,7.66147237,,0.068387,0.07083779,40658,2780,39252,332166,8.16971316,,0.07297158,0.07577105,35077,2560,33781,278444,7.93805098
82,0.08425356,0.08801577,27450,2313,26277,199645,7.27298704,,0.0740184,0.07690092,37878,2804,36458,292915,7.73315781,,0.07859558,0.08185622,32517,2556,31222,244662,7.52403844
83,0.09030175,0.09464233,25137,2270,23985,173368,6.89681278,,0.08004214,0.08342741,35074,2807,33651,256457,7.311853,,0.08461597,0.0884116,29962,2535,28675,213440,7.12376902
84,0.0967509,0.1017569,22867,2212,21743,149384,6.53257908,,0.08653577,0.09051106,32267,2792,30850,222806,6.90513199,,0.09107883,0.09549691,27426,2498,26158,184765,6.73673577
85,0.10374584,0.10953124,20655,2143,19564,127641,6.17966271,,0.09360083,0.09827549,29474,2759,28072,191956,6.51262774,,0.09810837,0.10326091,24928,2446,23685,158607,6.36248785
86,0.11133434,0.1180342,18512,2061,17461,108077,5.838168,,0.10128758,0.10679219,26716,2706,25339,163884,6.13437744,,0.10574797,0.11176763,22483,2378,21272,134923,6.00114909
87,0.11956794,0.12734252,16451,1967,15447,90616,5.50817956,,0.10965004,0.11614068,24010,2633,22668,138545,5.77039147,,0.1140477,0.12109217,20105,2293,18936,113651,5.65277754
88,0.1285021,0.13754182,14484,1861,13532,75169,5.1897611,,0.11874616,0.12640957,21377,2538,20081,115877,5.42065222,,0.12306594,0.13132348,17812,2192,16692,94715,5.31738782
